date,dayl(s),prcp(mm/day),srad(W/m2),swe(mm),tmax(C),tmin(C),vp(Pa),QObs(mm/d)
2008-09-08,44582.38,0.0,446.46,0.0,33.5,21.13,2500.97,0.17325587773917767
2008-09-09,44236.8,0.0,405.92,0.0,33.26,22.72,2755.37,0.1512051296632823
2008-09-10,44236.8,0.0,409.74,0.0,33.86,23.02,2802.52,0.13230448845537204
2008-09-11,44236.8,17.79,298.86,0.0,32.71,22.51,2721.79,0.12442922128540944
2008-09-12,43891.2,0.0,384.63,0.0,32.81,23.0,2800.0,0.11497890068145425
2008-09-13,43891.2,0.0,398.94,0.0,33.0,22.5,2720.0,0.10237847320951407
2008-09-14,43891.2,0.0,408.33,0.0,33.0,22.01,2641.97,0.0913530991715664
2008-09-15,43545.58,0.0,417.55,0.0,33.0,21.51,2561.68,0.08190277856761126
2008-09-16,43545.58,0.0,417.61,0.0,32.5,21.0,2480.0,0.07402751139764863
2008-09-17,43545.58,0.0,417.74,0.0,32.0,20.5,2400.0,0.06615224422768602
2008-09-18,43199.99,0.0,408.91,0.0,30.99,20.0,2320.0,0.06142708392570845
2008-09-19,43199.99,0.0,431.12,0.0,30.52,18.5,2120.0,0.05670192362373088
2008-09-20,43199.99,0.0,384.77,0.0,29.5,19.44,2270.21,0.0519767633217533
2008-09-21,43199.99,0.0,362.46,0.0,28.98,19.63,2290.65,0.04882665645376825
2008-09-22,42854.4,8.35,230.4,0.0,28.0,20.34,2374.99,0.04725160301977572
2008-09-23,42854.4,0.0,329.31,0.0,28.47,19.99,2319.26,0.0456765495857832
2008-09-24,42854.4,0.0,425.46,0.0,29.5,17.0,1919.99,0.044101496151790674
2008-09-25,42508.79,0.0,485.63,0.0,27.59,11.5,1360.0,0.04252644271779815
2008-09-26,42508.79,0.0,485.07,0.0,29.0,12.03,1402.66,0.04095138928380563
2008-09-27,42508.79,0.0,482.0,0.0,30.0,12.5,1440.0,0.03937633584981311
2008-09-28,42163.19,0.0,478.12,0.0,30.11,12.52,1441.91,0.03937633584981311
2008-09-29,42163.19,0.0,474.74,0.0,31.02,13.0,1480.0,0.03780128241582058
2008-09-30,42163.19,0.0,440.77,0.0,32.0,15.96,1797.27,0.03465117554783553
2008-10-01,41817.59,0.0,419.25,0.0,31.5,16.64,1889.69,0.03307612211384301
2008-10-02,41817.59,0.0,468.7,0.0,29.98,11.5,1360.0,0.03150106867985048
2008-10-03,41817.59,0.0,462.78,0.0,27.0,9.5,1200.0,0.02992601524585796
2008-10-04,41472.0,0.0,456.18,0.0,28.93,11.07,1325.29,0.02677590837787291
2008-10-05,41472.0,0.0,424.99,0.0,29.28,13.33,1532.94,0.022050748075895337
2008-10-06,41472.0,0.0,345.77,0.0,29.95,17.98,2076.87,0.020475694641902815
2008-10-07,41126.4,0.0,308.01,0.0,30.54,20.0,2320.0,0.01890064120791029
2008-10-08,41126.4,2.03,271.1,0.0,29.65,19.84,2307.58,0.017325587773917767
2008-10-09,41126.4,17.21,196.11,0.0,27.99,19.5,2280.0,0.022050748075895337
2008-10-10,40780.81,17.32,248.7,0.0,27.47,17.53,2004.78,0.022050748075895337
2008-10-11,40780.81,0.0,286.19,0.0,27.97,18.52,2123.71,0.01890064120791029
2008-10-12,40780.81,0.0,252.88,0.0,28.34,20.0,2320.0,0.01890064120791029
2008-10-13,40435.92,0.0,270.27,0.0,29.68,20.5,2400.0,0.01890064120791029
2008-10-14,40435.2,0.0,292.17,0.0,29.99,19.88,2310.71,0.017325587773917767
2008-10-15,40435.2,0.0,358.22,0.0,29.01,16.0,1799.99,0.01575053433992524
2008-10-16,40435.2,0.0,379.49,0.0,30.0,15.35,1748.18,0.01512051296632823
2008-10-17,40089.6,0.0,396.13,0.0,30.0,14.0,1600.0,0.01228541678514169
2008-10-18,40089.6,0.0,372.33,0.0,29.0,14.5,1640.0,0.011340384724746173
2008-10-19,40089.6,0.0,396.89,0.0,25.0,9.5,1200.0,0.010237847320951407
2008-10-20,39744.0,0.0,376.89,0.0,23.72,9.5,1200.0,0.00976533129075365
2008-10-21,39744.0,0.0,378.63,0.0,25.54,10.54,1283.11,0.010237847320951407
2008-10-22,39744.0,0.0,391.09,0.0,26.48,10.04,1243.17,0.011497890068145427
2008-10-23,39492.05,0.0,314.36,0.0,26.0,13.96,1596.79,0.010552858007749914
2008-10-24,39398.4,28.79,137.7,0.0,23.51,17.01,1921.92,0.011970406098343184
2008-10-25,39398.4,13.36,178.67,0.0,23.97,15.5,1759.7,0.01228541678514169
2008-10-26,39398.4,0.0,383.34,0.0,23.7,8.0,1080.0,0.01181290075494393
2008-10-27,39052.78,0.0,391.74,0.0,23.5,6.99,999.39,0.010710363351149166
2008-10-28,39052.78,0.0,417.19,0.0,21.92,3.07,765.98,0.010237847320951407
2008-10-29,39052.78,0.0,402.03,0.0,16.0,-0.62,590.56,0.009922836634152903
2008-10-30,38944.49,0.0,412.36,0.0,19.0,0.57,640.0,0.00976533129075365
2008-10-31,38707.2,0.0,385.03,0.0,22.0,5.41,912.95,0.00976533129075365
2008-11-01,38707.2,0.0,378.99,0.0,22.98,6.59,967.45,0.009607825947354397
2008-11-02,38707.2,0.0,358.52,0.0,23.0,8.02,1081.41,0.009607825947354397
2008-11-03,38362.32,0.0,309.5,0.0,23.54,11.5,1359.94,0.009607825947354397
2008-11-04,38361.6,0.0,288.57,0.0,23.51,12.54,1442.88,0.009607825947354397
2008-11-05,38361.6,0.0,245.75,0.0,20.81,12.01,1400.56,0.009607825947354397
2008-11-06,38361.6,0.0,359.03,0.0,23.5,8.0,1080.0,0.009607825947354397
2008-11-07,38016.71,0.0,383.79,0.0,25.0,6.47,957.31,0.009607825947354397
2008-11-08,38015.99,0.0,364.95,0.0,25.0,7.8,1063.82,0.009607825947354397
2008-11-09,38015.99,0.0,368.97,0.0,21.56,4.21,816.76,0.009607825947354397
2008-11-10,38015.99,0.0,374.29,0.0,21.62,3.16,772.79,0.009607825947354397
2008-11-11,37764.05,0.0,371.61,0.0,22.27,3.5,800.0,0.009607825947354397
2008-11-12,37670.41,0.0,310.52,0.0,25.0,10.49,1279.55,0.009607825947354397
2008-11-13,37670.41,14.44,178.9,0.0,26.56,15.83,1786.56,0.009607825947354397
2008-11-14,37670.41,0.0,189.0,0.0,26.97,18.59,2135.09,0.009607825947354397
2008-11-15,37670.41,13.42,161.23,0.0,26.85,17.26,1962.08,0.00976533129075365
2008-11-16,37324.78,0.0,366.33,0.0,21.92,2.63,730.32,0.009607825947354397
2008-11-17,37324.78,0.0,340.08,0.0,15.5,-0.51,599.45,0.009607825947354397
2008-11-18,37324.78,0.0,344.93,0.0,17.89,1.0,640.0,0.009607825947354397
2008-11-19,37324.78,0.0,349.59,0.0,13.44,-3.62,470.33,0.009607825947354397
2008-11-20,37324.78,0.0,359.5,0.0,17.45,-1.56,555.5,0.009607825947354397
2008-11-21,36979.93,0.0,339.97,0.0,18.0,0.83,640.0,0.009607825947354397
2008-11-22,36979.21,0.0,316.81,0.0,12.04,-2.79,496.59,0.009607825947354397
2008-11-23,36979.21,0.0,314.61,0.0,14.95,-0.36,600.0,0.009607825947354397
2008-11-24,36979.21,0.0,317.06,0.0,18.49,2.3,720.0,0.009607825947354397
2008-11-25,36979.21,0.0,284.39,0.0,19.51,5.57,920.0,0.009607825947354397
2008-11-26,36979.21,0.0,343.41,0.0,18.0,-1.0,560.0,0.009607825947354397
2008-11-27,36634.3,0.0,322.55,0.0,19.06,1.99,719.18,0.009607825947354397
2008-11-28,36633.58,0.0,268.35,0.0,20.0,6.91,992.53,0.009607825947354397
2008-11-29,36633.58,0.0,213.74,0.0,21.48,11.5,1359.85,0.00976533129075365
2008-11-30,36633.58,1.0,210.69,0.0,23.0,13.0,1480.0,0.015278018309727484
2008-12-01,36633.58,33.79,212.84,0.0,18.6,4.85,867.68,0.020475694641902815
2008-12-02,36633.58,3.93,227.18,0.0,16.5,1.5,680.0,0.017325587773917767
2008-12-03,36633.58,0.0,315.43,0.0,14.0,-2.0,520.0,0.01575053433992524
2008-12-04,36629.49,0.0,320.43,0.0,18.25,1.0,640.0,0.01512051296632823
2008-12-05,36381.65,0.0,257.98,0.0,21.4,8.49,1119.52,0.014490491592731223
2008-12-06,36288.0,0.22,189.73,0.0,18.44,9.72,1217.84,0.014647996936130477
2008-12-07,36288.0,0.0,309.05,0.0,18.29,2.0,720.0,0.014647996936130477
2008-12-08,36288.0,0.0,335.85,0.0,17.0,-2.0,520.0,0.014805502279529727
2008-12-09,36288.0,0.0,320.17,0.0,21.0,2.99,759.38,0.015278018309727484
2008-12-10,36288.0,0.0,225.92,0.0,24.0,12.85,1467.69,0.015278018309727484
2008-12-11,36288.0,17.29,150.24,0.0,23.5,13.95,1595.78,0.01890064120791029
2008-12-12,36288.0,18.25,221.21,0.0,19.65,4.57,845.71,0.02677590837787291
2008-12-13,36288.0,0.0,316.5,0.0,16.19,-0.63,589.52,0.02362580150988786
2008-12-14,36288.0,0.0,268.83,0.0,15.36,2.32,720.0,0.020475694641902815
2008-12-15,36288.0,0.0,223.08,0.0,21.38,10.5,1280.0,0.020475694641902815
2008-12-16,36288.0,0.0,259.26,0.0,25.0,11.5,1360.0,0.01890064120791029
2008-12-17,36288.0,0.0,267.27,0.0,25.63,11.5,1360.0,0.01890064120791029
2008-12-18,36288.0,0.0,284.22,0.0,26.5,10.99,1319.15,0.017325587773917767
2008-12-19,36288.0,0.0,291.77,0.0,26.37,10.15,1252.01,0.017325587773917767
2008-12-20,36288.0,0.0,237.38,0.0,24.5,12.72,1457.66,0.017325587773917767
2008-12-21,36288.0,0.0,182.04,0.0,24.0,15.5,1760.3,0.01890064120791029
2008-12-22,36288.0,1.0,335.83,0.0,21.0,1.52,681.68,0.017325587773917767
2008-12-23,36288.0,0.0,263.39,0.0,11.92,0.0,600.0,0.01559302899652599
2008-12-24,36288.0,0.0,308.6,0.0,21.95,5.57,919.99,0.014647996936130477
2008-12-25,36288.0,0.0,259.37,0.0,25.01,12.0,1400.0,0.014647996936130477
2008-12-26,36288.0,0.0,246.34,0.0,25.5,13.5,1560.17,0.01512051296632823
2008-12-27,36288.0,0.0,239.05,0.0,26.0,14.5,1640.0,0.014647996936130477
2008-12-28,36288.0,0.0,281.89,0.0,25.89,11.5,1360.01,0.014490491592731223
2008-12-29,36288.0,0.0,292.21,0.0,25.78,10.55,1283.93,0.013860470219134214
2008-12-30,36288.0,0.0,344.86,0.0,22.85,2.0,720.0,0.013230448845537203
2008-12-31,36288.0,0.0,318.53,0.0,24.32,6.27,1001.97,0.013387954188936456
2009-01-01,36288.0,0.0,318.23,0.0,19.5,3.13,770.34,0.013230448845537203
2009-01-02,36288.0,0.0,285.74,0.0,19.0,5.4,912.2,0.013230448845537203
2009-01-03,36288.0,0.0,230.68,0.0,22.0,11.48,1358.57,0.013230448845537203
2009-01-04,36288.72,0.0,218.76,0.0,23.5,13.5,1560.0,0.013230448845537203
2009-01-05,36525.3,0.0,258.67,0.0,24.56,12.2,1415.67,0.01307294350213795
2009-01-06,36633.58,0.0,218.55,0.0,23.98,14.0,1600.0,0.012600427471940194
2009-01-07,36633.58,4.0,164.49,0.0,23.07,13.18,1509.29,0.01307294350213795
2009-01-08,36633.58,0.0,336.67,0.0,21.46,3.5,800.0,0.012600427471940194
2009-01-09,36633.58,0.0,338.26,0.0,21.5,3.5,800.0,0.011497890068145427
2009-01-10,36633.58,0.0,347.7,0.0,21.5,2.49,720.0,0.011025374037947669
2009-01-11,36633.58,0.69,315.93,0.0,22.94,7.12,1009.42,0.010867868694548416
2009-01-12,36633.58,1.44,279.43,0.0,18.5,4.15,811.88,0.012757932815339447
2009-01-13,36870.91,13.17,149.93,0.0,12.0,4.05,804.3,0.014490491592731223
2009-01-14,36979.21,0.0,297.55,0.0,13.0,0.0,600.0,0.015278018309727484
2009-01-15,36979.21,0.0,335.73,0.0,14.1,-1.81,535.55,0.01575053433992524
2009-01-16,36979.21,0.0,341.61,0.0,15.0,-1.36,560.0,0.014490491592731223
2009-01-17,36979.21,0.0,328.0,0.0,10.0,-4.6,440.0,0.013545459532335708
2009-01-18,36979.21,0.0,357.8,0.0,15.09,-2.6,512.08,0.014017975562533466
2009-01-19,37216.5,10.8,242.52,0.0,18.32,3.5,800.0,0.017325587773917767
2009-01-20,37324.78,10.26,256.85,0.0,15.03,-0.78,577.4,0.02677590837787291
2009-01-21,37324.78,0.0,310.63,0.0,7.83,-5.0,440.0,0.02520085494388039
2009-01-22,37324.78,0.0,365.78,0.0,10.71,-6.5,360.0,0.020475694641902815
2009-01-23,37324.78,0.0,378.61,0.0,17.07,-2.24,520.0,0.01890064120791029
2009-01-24,37562.11,0.0,356.57,0.0,20.31,3.16,773.01,0.01890064120791029
2009-01-25,37670.41,0.0,252.62,0.0,20.96,10.62,1289.84,0.01890064120791029
2009-01-26,37670.41,0.0,263.22,0.0,21.6,10.75,1300.37,0.017325587773917767
2009-01-27,37670.41,0.0,316.72,0.0,24.0,9.87,1229.82,0.01575053433992524
2009-01-28,37670.41,0.0,283.08,0.0,24.56,12.5,1440.2,0.017325587773917767
2009-01-29,38015.99,32.24,161.7,0.0,20.5,12.13,1410.38,0.03307612211384301
2009-01-30,38015.99,0.0,274.0,0.0,16.5,5.9,920.0,0.04252644271779815
2009-01-31,38015.99,0.0,383.08,0.0,15.0,-2.5,520.0,0.03307612211384301
2009-02-01,38015.99,0.0,382.27,0.0,16.51,-1.0,560.0,0.02992601524585796
2009-02-02,38357.51,2.41,300.41,0.0,17.0,2.75,739.77,0.02835096181186544
2009-02-03,38361.6,0.0,339.91,0.0,14.96,1.0,640.0,0.02835096181186544
2009-02-04,38361.6,0.0,330.02,0.0,11.5,-1.49,560.0,0.02520085494388039
2009-02-05,38361.6,0.0,358.9,0.0,7.5,-7.0,360.0,0.02362580150988786
2009-02-06,38707.2,0.0,408.42,0.0,12.73,-6.54,360.0,0.022050748075895337
2009-02-07,38707.2,0.0,425.98,0.0,18.41,-4.0,440.0,0.022050748075895337
2009-02-08,38707.2,0.0,419.72,0.0,21.1,-0.58,593.82,0.020475694641902815
2009-02-09,38707.2,0.0,415.01,0.0,22.5,1.5,680.0,0.020475694641902815
2009-02-10,39052.78,0.0,397.53,0.0,23.1,4.0,800.0,0.020475694641902815
2009-02-11,39052.78,0.0,344.7,0.0,23.96,9.0,1160.0,0.01890064120791029
2009-02-12,39052.78,0.0,313.01,0.0,24.99,11.72,1377.85,0.01890064120791029
2009-02-13,39146.42,0.0,427.81,0.0,25.0,2.5,720.0,0.01890064120791029
2009-02-14,39398.4,9.98,269.17,0.0,23.18,7.5,1040.0,0.01890064120791029
2009-02-15,39398.4,9.87,176.13,0.0,19.66,10.79,1303.49,0.02362580150988786
2009-02-16,39398.4,0.0,313.2,0.0,18.67,6.52,961.68,0.02362580150988786
2009-02-17,39744.0,0.0,413.19,0.0,18.5,0.26,620.84,0.020475694641902815
2009-02-18,39744.0,0.0,400.5,0.0,21.0,3.55,800.0,0.01890064120791029
2009-02-19,39744.0,12.38,198.56,0.0,22.0,12.0,1400.0,0.020475694641902815
2009-02-20,39981.31,0.0,431.5,0.0,19.62,0.18,614.1,0.01890064120791029
2009-02-21,40089.6,0.0,441.62,0.0,16.46,-3.43,480.0,0.017325587773917767
2009-02-22,40089.6,0.0,415.24,0.0,17.56,0.16,612.56,0.017325587773917767
2009-02-23,40089.6,0.0,412.64,0.0,17.45,0.46,637.03,0.01575053433992524
2009-02-24,40435.2,0.0,442.13,0.0,17.0,-2.49,520.0,0.015278018309727484
2009-02-25,40435.2,0.0,406.23,0.0,20.5,3.51,800.0,0.014490491592731223
2009-02-26,40435.2,0.0,401.67,0.0,23.39,6.38,950.49,0.01433298624933197
2009-02-27,40780.81,0.0,382.6,0.0,23.79,8.0,1080.0,0.013387954188936456
2009-02-28,40780.81,0.0,340.1,0.0,24.11,10.57,1285.69,0.013230448845537203
2009-03-01,40780.81,7.39,296.63,0.0,22.55,6.11,928.6,0.013230448845537203
2009-03-02,41126.4,0.0,341.37,0.0,12.39,0.0,600.0,0.012757932815339447
2009-03-03,41126.4,0.0,386.93,0.0,13.0,-1.5,560.0,0.012127911441742438
2009-03-04,41126.4,0.0,426.5,0.0,15.5,-1.5,560.0,0.011497890068145427
2009-03-05,41363.71,0.0,446.13,0.0,19.84,1.0,640.0,0.01165539541154468
2009-03-06,41472.0,0.0,441.12,0.0,22.83,3.95,800.0,0.011340384724746173
2009-03-07,41472.0,0.0,437.97,0.0,24.55,5.68,920.0,0.010867868694548416
2009-03-08,41472.0,0.0,424.61,0.0,25.14,7.32,1025.69,0.010552858007749914
2009-03-09,41817.59,0.0,427.96,0.0,25.94,8.0,1079.85,0.010395352664350661
2009-03-10,41817.59,0.0,419.08,0.0,27.0,9.7,1215.9,0.010237847320951407
2009-03-11,41817.59,0.0,450.53,0.0,27.95,8.5,1120.0,0.010237847320951407
2009-03-12,42163.19,0.0,452.45,0.0,28.98,9.29,1182.95,0.009922836634152903
2009-03-13,42163.19,0.0,401.0,0.0,28.64,12.49,1438.95,0.00976533129075365
2009-03-14,42163.19,0.0,342.84,0.0,27.0,14.1,1607.85,0.00976533129075365
2009-03-15,42508.79,0.0,325.43,0.0,26.89,15.0,1720.0,0.00976533129075365
2009-03-16,42508.79,0.0,284.28,0.0,26.59,16.5,1880.0,0.009607825947354397
2009-03-17,42508.79,0.0,304.47,0.0,25.72,15.0,1720.22,0.009607825947354397
2009-03-18,42854.4,0.0,402.75,0.0,24.99,10.14,1250.84,0.009607825947354397
2009-03-19,42854.4,0.0,408.32,0.0,26.05,11.01,1248.71,0.009607825947354397
2009-03-20,42854.4,0.0,457.72,0.0,26.37,8.75,995.35,0.009607825947354397
2009-03-21,43199.99,0.0,450.39,0.0,24.45,7.49,929.37,0.009607825947354397
2009-03-22,43199.99,0.0,458.07,0.0,23.5,6.39,871.31,0.009450320603955144
2009-03-23,43199.99,0.0,452.03,0.0,23.0,6.5,880.0,0.009450320603955144
2009-03-24,43545.58,0.0,390.45,0.0,24.5,11.0,1240.2,0.009607825947354397
2009-03-25,43545.58,0.0,412.92,0.0,25.5,11.01,1206.95,0.009607825947354397
2009-03-26,43545.58,0.0,385.5,0.0,24.88,11.97,1250.33,0.009607825947354397
2009-03-27,43891.2,15.14,211.32,0.0,23.4,14.5,1640.0,0.010552858007749914
2009-03-28,43891.2,15.73,171.1,0.0,23.5,16.48,1877.37,0.013545459532335708
2009-03-29,43891.2,12.18,261.68,0.0,24.34,13.38,1540.99,0.014017975562533466
2009-03-30,44236.8,0.0,496.68,0.0,23.2,5.5,840.88,0.012757932815339447
2009-03-31,44236.8,0.0,510.14,0.0,25.5,6.59,886.32,0.01165539541154468
2009-04-01,44236.8,80.97,257.36,0.0,24.76,13.97,1597.9,0.1496300762292898
2009-04-02,44582.38,42.49,129.29,0.0,22.0,17.0,1920.0,0.5040170988776077
2009-04-03,44582.38,28.98,202.49,0.0,24.47,16.49,1878.65,0.6300213735970097
2009-04-04,44582.38,0.0,475.87,0.0,26.0,10.0,1240.0,0.645771907936935
2009-04-05,44928.01,0.0,466.2,0.0,27.0,11.5,1360.0,0.5670192362373087
2009-04-06,44928.01,1.59,395.99,0.0,25.43,13.5,1560.0,0.45676549585783205
2009-04-07,44928.01,0.0,498.5,0.0,20.2,4.44,835.43,0.3622622898182806
2009-04-08,45036.29,0.0,538.16,0.0,18.49,0.5,639.76,0.2835096181186543
2009-04-09,45273.6,0.0,496.73,0.0,22.49,6.69,975.32,0.22050748075895338
2009-04-10,45273.6,0.0,464.58,0.0,25.64,11.21,1336.7,0.18900641207910288
2009-04-11,45273.6,0.0,411.18,0.0,27.07,14.91,1705.53,0.1559302899652599
2009-04-12,45619.2,0.0,483.77,0.0,27.91,12.42,1433.34,0.13072943502137951
2009-04-13,45619.2,0.0,421.92,0.0,27.03,14.57,1650.5,0.1118287938134692
2009-04-14,45619.2,34.37,270.34,0.0,25.52,15.5,1760.0,0.26775908377872915
2009-04-15,45964.79,0.0,509.72,0.0,23.5,7.5,1040.0,0.31501068679850486
2009-04-16,45964.79,0.0,497.65,0.0,24.0,8.5,1120.0,0.26775908377872915
2009-04-17,45964.79,0.0,465.14,0.0,25.0,11.0,1320.0,0.23625801509887862
2009-04-18,46310.39,0.0,509.84,0.0,25.39,9.06,1164.59,0.20475694641902814
2009-04-19,46310.39,0.0,476.16,0.0,26.0,11.45,1356.38,0.17325587773917767
2009-04-20,46310.39,0.0,400.96,0.0,26.17,14.82,1691.05,0.14647996936130475
2009-04-21,46418.67,0.0,489.07,0.0,26.47,11.51,1360.67,0.12442922128540944
2009-04-22,46655.99,0.0,528.27,0.0,26.05,9.0,1160.0,0.1039535266435066
2009-04-23,46655.99,0.0,484.49,0.0,28.0,13.0,1480.0,0.08820299230358135
2009-04-24,46655.99,0.0,521.9,0.0,30.51,12.74,1459.2,0.07560256483164116
2009-04-25,47001.59,0.0,504.06,0.0,31.5,14.5,1640.0,0.06300213735970096
2009-04-26,47001.59,0.0,508.7,0.0,30.09,13.0,1480.0,0.0519767633217533
2009-04-27,47001.59,0.0,467.78,0.0,29.5,14.5,1640.0,0.044101496151790674
2009-04-28,47253.57,0.0,496.16,0.0,29.5,12.96,1476.48,0.03780128241582058
2009-04-29,47347.2,0.0,469.71,0.0,29.0,14.0,1600.0,0.03307612211384301
2009-04-30,47347.2,0.0,466.92,0.0,29.17,14.38,1630.77,0.02992601524585796
2009-05-01,47347.2,0.0,480.65,0.0,29.47,13.89,1591.59,0.02677590837787291
2009-05-02,47692.81,0.0,452.71,0.0,29.5,15.0,1720.0,0.02362580150988786
2009-05-03,47692.81,0.0,450.31,0.0,29.54,15.0,1720.0,0.020475694641902815
2009-05-04,47692.81,0.0,397.3,0.0,28.8,16.59,1887.55,0.017325587773917767
2009-05-05,47692.81,0.0,398.49,0.0,29.47,17.2,1952.6,0.01575053433992524
2009-05-06,48038.39,0.0,423.46,0.0,30.42,17.0,1920.0,0.014647996936130477
2009-05-07,48038.39,0.0,423.15,0.0,30.31,17.0,1920.0,0.014017975562533466
2009-05-08,48038.39,0.0,435.43,0.0,30.5,16.76,1900.41,0.013230448845537203
2009-05-09,48042.48,0.0,465.33,0.0,31.21,16.06,1809.15,0.012757932815339447
2009-05-10,48384.0,0.0,447.4,0.0,32.0,17.5,2000.01,0.012127911441742438
2009-05-11,48384.0,0.0,449.25,0.0,32.84,18.0,2080.0,0.011970406098343184
2009-05-12,48384.0,0.0,378.65,0.0,31.69,19.97,2317.83,0.011497890068145427
2009-05-13,48384.0,0.0,418.64,0.0,29.86,17.0,1920.0,0.010867868694548416
2009-05-14,48729.59,8.75,319.84,0.0,31.0,18.0,2080.0,0.010867868694548416
2009-05-15,48729.59,17.86,300.72,0.0,30.5,18.21,2096.43,0.010867868694548416
2009-05-16,48729.59,7.05,282.64,0.0,30.32,19.0,2200.0,0.010867868694548416
2009-05-17,48729.59,7.17,301.37,0.0,30.61,18.41,2112.68,0.010867868694548416
2009-05-18,48837.87,12.31,302.4,0.0,27.65,16.0,1800.0,0.011970406098343184
2009-05-19,49075.2,1.9,225.92,0.0,18.17,12.61,1448.8,0.01307294350213795
2009-05-20,49075.2,9.23,178.19,0.0,20.42,14.5,1640.0,0.014017975562533466
2009-05-21,49075.2,15.52,173.59,0.0,23.85,18.0,2080.0,0.01512051296632823
2009-05-22,49075.2,6.57,204.44,0.0,26.5,19.51,2281.11,0.01575053433992524
2009-05-23,49183.49,0.0,307.1,0.0,28.5,20.5,2400.0,0.02362580150988786
2009-05-24,49420.8,0.0,395.21,0.0,29.62,19.0,2200.0,0.03307612211384301
2009-05-25,49420.8,0.0,418.72,0.0,30.06,18.69,2151.06,0.03307612211384301
2009-05-26,49420.8,38.95,296.68,0.0,29.32,19.02,2203.97,0.06615224422768602
2009-05-27,49420.8,16.68,300.13,0.0,29.19,18.86,2177.55,0.23625801509887862
2009-05-28,49420.8,0.0,408.09,0.0,30.5,19.84,2306.84,0.22050748075895338
2009-05-29,49529.09,0.0,386.66,0.0,30.5,20.64,2422.04,0.18900641207910288
2009-05-30,49766.39,0.0,452.53,0.0,31.11,18.94,2189.97,0.17325587773917767
2009-05-31,49766.39,0.0,492.05,0.0,31.28,17.4,1984.66,0.15750534339925243
2009-06-01,49766.39,0.0,513.45,0.0,33.21,17.62,2018.45,0.13860470219134213
2009-06-02,49766.39,0.0,509.91,0.0,33.49,18.0,2080.0,0.11970406098343184
2009-06-03,49766.39,4.0,352.99,0.0,31.83,18.73,2156.33,0.1039535266435066
2009-06-04,49766.39,10.12,265.52,0.0,29.05,20.45,2391.78,0.11970406098343184
2009-06-05,49766.39,13.23,241.95,0.0,27.56,20.07,2331.29,0.17325587773917767
2009-06-06,49874.68,12.41,261.68,0.0,27.96,19.84,2307.48,0.20475694641902814
2009-06-07,50111.29,6.84,292.59,0.0,29.0,19.7,2295.83,0.20475694641902814
2009-06-08,50112.01,13.49,313.05,0.0,30.79,20.48,2396.51,0.26775908377872915
2009-06-09,50112.01,0.0,465.26,0.0,32.57,20.17,2346.43,0.2992601524585796
2009-06-10,50112.01,0.0,478.28,0.0,33.17,20.09,2333.65,0.2992601524585796
2009-06-11,50112.01,0.0,450.53,0.0,33.52,21.5,2560.0,0.2835096181186543
2009-06-12,50112.01,0.0,437.26,0.0,33.46,22.0,2640.0,0.26775908377872915
2009-06-13,50112.01,0.0,423.62,0.0,33.41,22.5,2720.0,0.23625801509887862
2009-06-14,50112.01,7.47,365.22,0.0,33.5,21.5,2560.0,0.22050748075895338
2009-06-15,50112.01,0.0,478.61,0.0,34.05,20.73,2437.57,0.20475694641902814
2009-06-16,50112.01,0.0,450.2,0.0,34.81,22.5,2720.0,0.18900641207910288
2009-06-17,50112.01,0.0,437.23,0.0,35.5,23.5,2880.0,0.17325587773917767
2009-06-18,50112.01,16.13,346.07,0.0,35.75,22.5,2720.0,0.15750534339925243
2009-06-19,50112.01,26.18,360.37,0.0,35.39,21.12,2499.95,0.17325587773917767
2009-06-20,50112.01,0.0,431.32,0.0,35.59,23.26,2840.8,0.1543552365312674
2009-06-21,50112.01,0.0,391.94,0.0,35.98,24.89,3142.78,0.1370296487573496
2009-06-22,50112.01,0.0,415.12,0.0,36.72,24.5,3080.0,0.11812900754943931
2009-06-23,50112.01,0.0,422.21,0.0,36.5,24.03,3005.12,0.09922836634152903
2009-06-24,50112.01,4.45,398.22,0.0,35.02,21.5,2560.0,0.08347783200160377
2009-06-25,50112.01,0.0,446.13,0.0,34.5,21.5,2560.31,0.07087740452966358
2009-06-26,50112.01,0.0,432.38,0.0,34.5,22.0,2640.0,0.06615224422768602
2009-06-27,50112.01,1.94,401.26,0.0,33.98,22.0,2640.17,0.06457719079369348
2009-06-28,50112.01,0.0,357.12,0.0,33.77,24.0,3000.0,0.055126870189738345
2009-06-29,50112.01,5.28,280.54,0.0,33.63,23.39,2862.44,0.04882665645376825
2009-06-30,50112.01,10.2,247.33,0.0,32.04,23.5,2879.99,0.0724524579636561
2009-07-01,50112.01,0.0,403.7,0.0,32.85,22.0,2640.51,0.08820299230358135
2009-07-02,50112.01,0.0,431.98,0.0,34.05,22.0,2640.0,0.06772729766167854
2009-07-03,50112.01,4.01,393.82,0.0,33.69,20.8,2447.63,0.058276977057723396
2009-07-04,50112.01,0.0,457.43,0.0,33.53,20.5,2400.0,0.04725160301977572
2009-07-05,50112.01,0.0,453.25,0.0,34.16,21.0,2480.0,0.03780128241582058
2009-07-06,50018.34,0.0,342.9,0.0,32.11,23.14,2821.95,0.03307612211384301
2009-07-07,49770.48,10.16,224.05,0.0,29.92,22.5,2720.0,0.03622622898182805
2009-07-08,49766.39,24.15,210.85,0.0,29.36,22.5,2720.0,0.0456765495857832
